id,profile_uuid,protocol_action,protocol_bean_name,consent_supported
10155,29e3e1e2-1301-4a0a-a6fe-67bc4fa7276f,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10156,29e3e1e2-1301-4a0a-a6fe-67bc4fa7276f,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10157,29e3e1e2-1301-4a0a-a6fe-67bc4fa7276f,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10158,29e3e1e2-1301-4a0a-a6fe-67bc4fa7276f,DELETE_CONSENT,hbciDeleteConsent,false
10159,29e3e1e2-1301-4a0a-a6fe-67bc4fa7276f,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10168,76f315e0-ea8f-42e2-a41b-4898469dd8a2,LIST_ACCOUNTS,hbciListAccounts,false
10169,76f315e0-ea8f-42e2-a41b-4898469dd8a2,LIST_TRANSACTIONS,hbciListTransactions,false
10170,76f315e0-ea8f-42e2-a41b-4898469dd8a2,AUTHORIZATION,,false
10171,76f315e0-ea8f-42e2-a41b-4898469dd8a2,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10172,76f315e0-ea8f-42e2-a41b-4898469dd8a2,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10173,76f315e0-ea8f-42e2-a41b-4898469dd8a2,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10174,76f315e0-ea8f-42e2-a41b-4898469dd8a2,DELETE_CONSENT,hbciDeleteConsent,false
10175,76f315e0-ea8f-42e2-a41b-4898469dd8a2,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10184,9b9791e7-79bf-4639-ab9c-0c46c965dbdf,LIST_ACCOUNTS,hbciListAccounts,false
10185,9b9791e7-79bf-4639-ab9c-0c46c965dbdf,LIST_TRANSACTIONS,hbciListTransactions,false
10186,9b9791e7-79bf-4639-ab9c-0c46c965dbdf,AUTHORIZATION,,false
10187,9b9791e7-79bf-4639-ab9c-0c46c965dbdf,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10188,9b9791e7-79bf-4639-ab9c-0c46c965dbdf,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10189,9b9791e7-79bf-4639-ab9c-0c46c965dbdf,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10190,9b9791e7-79bf-4639-ab9c-0c46c965dbdf,DELETE_CONSENT,hbciDeleteConsent,false
10191,9b9791e7-79bf-4639-ab9c-0c46c965dbdf,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10200,f479b566-9c7c-4713-aa59-b2536194376b,LIST_ACCOUNTS,hbciListAccounts,false
10201,f479b566-9c7c-4713-aa59-b2536194376b,LIST_TRANSACTIONS,hbciListTransactions,false
10202,f479b566-9c7c-4713-aa59-b2536194376b,AUTHORIZATION,,false
10203,f479b566-9c7c-4713-aa59-b2536194376b,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10204,f479b566-9c7c-4713-aa59-b2536194376b,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10205,f479b566-9c7c-4713-aa59-b2536194376b,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10206,f479b566-9c7c-4713-aa59-b2536194376b,DELETE_CONSENT,hbciDeleteConsent,false
10207,f479b566-9c7c-4713-aa59-b2536194376b,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10216,b20045b2-6188-4d79-924a-431c5dc5bcb5,LIST_ACCOUNTS,hbciListAccounts,false
10217,b20045b2-6188-4d79-924a-431c5dc5bcb5,LIST_TRANSACTIONS,hbciListTransactions,false
10218,b20045b2-6188-4d79-924a-431c5dc5bcb5,AUTHORIZATION,,false
10219,b20045b2-6188-4d79-924a-431c5dc5bcb5,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10220,b20045b2-6188-4d79-924a-431c5dc5bcb5,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10221,b20045b2-6188-4d79-924a-431c5dc5bcb5,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10222,b20045b2-6188-4d79-924a-431c5dc5bcb5,DELETE_CONSENT,hbciDeleteConsent,false
10223,b20045b2-6188-4d79-924a-431c5dc5bcb5,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10232,4e39c814-0f17-4d59-9ef8-f090636ea753,LIST_ACCOUNTS,hbciListAccounts,false
10233,4e39c814-0f17-4d59-9ef8-f090636ea753,LIST_TRANSACTIONS,hbciListTransactions,false
10234,4e39c814-0f17-4d59-9ef8-f090636ea753,AUTHORIZATION,,false
10235,4e39c814-0f17-4d59-9ef8-f090636ea753,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10236,4e39c814-0f17-4d59-9ef8-f090636ea753,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10237,4e39c814-0f17-4d59-9ef8-f090636ea753,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10238,4e39c814-0f17-4d59-9ef8-f090636ea753,DELETE_CONSENT,hbciDeleteConsent,false
10239,4e39c814-0f17-4d59-9ef8-f090636ea753,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10248,d7a09c5b-c4d0-4d62-b6a2-321f20acdbf5,LIST_ACCOUNTS,hbciListAccounts,false
10249,d7a09c5b-c4d0-4d62-b6a2-321f20acdbf5,LIST_TRANSACTIONS,hbciListTransactions,false
10250,d7a09c5b-c4d0-4d62-b6a2-321f20acdbf5,AUTHORIZATION,,false
10251,d7a09c5b-c4d0-4d62-b6a2-321f20acdbf5,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10252,d7a09c5b-c4d0-4d62-b6a2-321f20acdbf5,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10253,d7a09c5b-c4d0-4d62-b6a2-321f20acdbf5,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10254,d7a09c5b-c4d0-4d62-b6a2-321f20acdbf5,DELETE_CONSENT,hbciDeleteConsent,false
10255,d7a09c5b-c4d0-4d62-b6a2-321f20acdbf5,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10264,04c88602-aa69-4ec6-9c9b-5c49d0ae99ac,LIST_ACCOUNTS,hbciListAccounts,false
10265,04c88602-aa69-4ec6-9c9b-5c49d0ae99ac,LIST_TRANSACTIONS,hbciListTransactions,false
10266,04c88602-aa69-4ec6-9c9b-5c49d0ae99ac,AUTHORIZATION,,false
10267,04c88602-aa69-4ec6-9c9b-5c49d0ae99ac,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10268,04c88602-aa69-4ec6-9c9b-5c49d0ae99ac,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10269,04c88602-aa69-4ec6-9c9b-5c49d0ae99ac,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10270,04c88602-aa69-4ec6-9c9b-5c49d0ae99ac,DELETE_CONSENT,hbciDeleteConsent,false
10271,04c88602-aa69-4ec6-9c9b-5c49d0ae99ac,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10280,68bfddcb-b2bb-42ba-96d7-3bdc7cb1cee2,LIST_ACCOUNTS,hbciListAccounts,false
10281,68bfddcb-b2bb-42ba-96d7-3bdc7cb1cee2,LIST_TRANSACTIONS,hbciListTransactions,false
10282,68bfddcb-b2bb-42ba-96d7-3bdc7cb1cee2,AUTHORIZATION,,false
10283,68bfddcb-b2bb-42ba-96d7-3bdc7cb1cee2,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10284,68bfddcb-b2bb-42ba-96d7-3bdc7cb1cee2,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10285,68bfddcb-b2bb-42ba-96d7-3bdc7cb1cee2,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10286,68bfddcb-b2bb-42ba-96d7-3bdc7cb1cee2,DELETE_CONSENT,hbciDeleteConsent,false
10287,68bfddcb-b2bb-42ba-96d7-3bdc7cb1cee2,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10296,2edaf1a7-9c0f-47f6-b86e-febc9bdb5961,LIST_ACCOUNTS,hbciListAccounts,false
10297,2edaf1a7-9c0f-47f6-b86e-febc9bdb5961,LIST_TRANSACTIONS,hbciListTransactions,false
10298,2edaf1a7-9c0f-47f6-b86e-febc9bdb5961,AUTHORIZATION,,false
10299,2edaf1a7-9c0f-47f6-b86e-febc9bdb5961,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10300,2edaf1a7-9c0f-47f6-b86e-febc9bdb5961,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10301,2edaf1a7-9c0f-47f6-b86e-febc9bdb5961,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10302,2edaf1a7-9c0f-47f6-b86e-febc9bdb5961,DELETE_CONSENT,hbciDeleteConsent,false
10303,2edaf1a7-9c0f-47f6-b86e-febc9bdb5961,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10312,1356866b-d575-43d8-abfa-0e9502e75798,LIST_ACCOUNTS,hbciListAccounts,false
10313,1356866b-d575-43d8-abfa-0e9502e75798,LIST_TRANSACTIONS,hbciListTransactions,false
10314,1356866b-d575-43d8-abfa-0e9502e75798,AUTHORIZATION,,false
10315,1356866b-d575-43d8-abfa-0e9502e75798,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10316,1356866b-d575-43d8-abfa-0e9502e75798,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10317,1356866b-d575-43d8-abfa-0e9502e75798,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10318,1356866b-d575-43d8-abfa-0e9502e75798,DELETE_CONSENT,hbciDeleteConsent,false
10319,1356866b-d575-43d8-abfa-0e9502e75798,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10328,cb887fb9-0909-4ee9-a6dc-d66358c9dab3,LIST_ACCOUNTS,hbciListAccounts,false
10329,cb887fb9-0909-4ee9-a6dc-d66358c9dab3,LIST_TRANSACTIONS,hbciListTransactions,false
10330,cb887fb9-0909-4ee9-a6dc-d66358c9dab3,AUTHORIZATION,,false
10331,cb887fb9-0909-4ee9-a6dc-d66358c9dab3,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10332,cb887fb9-0909-4ee9-a6dc-d66358c9dab3,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10333,cb887fb9-0909-4ee9-a6dc-d66358c9dab3,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10334,cb887fb9-0909-4ee9-a6dc-d66358c9dab3,DELETE_CONSENT,hbciDeleteConsent,false
10335,cb887fb9-0909-4ee9-a6dc-d66358c9dab3,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10344,ecbe8ebd-11fe-40eb-8f0d-3edf2de4c449,LIST_ACCOUNTS,hbciListAccounts,false
10345,ecbe8ebd-11fe-40eb-8f0d-3edf2de4c449,LIST_TRANSACTIONS,hbciListTransactions,false
10346,ecbe8ebd-11fe-40eb-8f0d-3edf2de4c449,AUTHORIZATION,,false
10347,ecbe8ebd-11fe-40eb-8f0d-3edf2de4c449,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10348,ecbe8ebd-11fe-40eb-8f0d-3edf2de4c449,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10349,ecbe8ebd-11fe-40eb-8f0d-3edf2de4c449,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10350,ecbe8ebd-11fe-40eb-8f0d-3edf2de4c449,DELETE_CONSENT,hbciDeleteConsent,false
10351,ecbe8ebd-11fe-40eb-8f0d-3edf2de4c449,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10360,184ca6f0-3be9-441c-926a-e488bcd9fa82,LIST_ACCOUNTS,hbciListAccounts,false
10361,184ca6f0-3be9-441c-926a-e488bcd9fa82,LIST_TRANSACTIONS,hbciListTransactions,false
10362,184ca6f0-3be9-441c-926a-e488bcd9fa82,AUTHORIZATION,,false
10363,184ca6f0-3be9-441c-926a-e488bcd9fa82,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10364,184ca6f0-3be9-441c-926a-e488bcd9fa82,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10365,184ca6f0-3be9-441c-926a-e488bcd9fa82,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10366,184ca6f0-3be9-441c-926a-e488bcd9fa82,DELETE_CONSENT,hbciDeleteConsent,false
10367,184ca6f0-3be9-441c-926a-e488bcd9fa82,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10376,4f246e23-ea2c-4458-99ba-c00074ba86cf,LIST_ACCOUNTS,hbciListAccounts,false
10377,4f246e23-ea2c-4458-99ba-c00074ba86cf,LIST_TRANSACTIONS,hbciListTransactions,false
10378,4f246e23-ea2c-4458-99ba-c00074ba86cf,AUTHORIZATION,,false
10379,4f246e23-ea2c-4458-99ba-c00074ba86cf,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10380,4f246e23-ea2c-4458-99ba-c00074ba86cf,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10381,4f246e23-ea2c-4458-99ba-c00074ba86cf,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10382,4f246e23-ea2c-4458-99ba-c00074ba86cf,DELETE_CONSENT,hbciDeleteConsent,false
10383,4f246e23-ea2c-4458-99ba-c00074ba86cf,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10392,2667a2ea-e300-421a-aff8-2798cac9c1a1,LIST_ACCOUNTS,hbciListAccounts,false
10393,2667a2ea-e300-421a-aff8-2798cac9c1a1,LIST_TRANSACTIONS,hbciListTransactions,false
10394,2667a2ea-e300-421a-aff8-2798cac9c1a1,AUTHORIZATION,,false
10395,2667a2ea-e300-421a-aff8-2798cac9c1a1,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10396,2667a2ea-e300-421a-aff8-2798cac9c1a1,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10397,2667a2ea-e300-421a-aff8-2798cac9c1a1,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10398,2667a2ea-e300-421a-aff8-2798cac9c1a1,DELETE_CONSENT,hbciDeleteConsent,false
10399,2667a2ea-e300-421a-aff8-2798cac9c1a1,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10408,1d10ff21-575e-4cf8-9551-541a00442420,LIST_ACCOUNTS,hbciListAccounts,false
10409,1d10ff21-575e-4cf8-9551-541a00442420,LIST_TRANSACTIONS,hbciListTransactions,false
10410,1d10ff21-575e-4cf8-9551-541a00442420,AUTHORIZATION,,false
10411,1d10ff21-575e-4cf8-9551-541a00442420,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10412,1d10ff21-575e-4cf8-9551-541a00442420,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10413,1d10ff21-575e-4cf8-9551-541a00442420,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10414,1d10ff21-575e-4cf8-9551-541a00442420,DELETE_CONSENT,hbciDeleteConsent,false
10415,1d10ff21-575e-4cf8-9551-541a00442420,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10424,d74106e8-caab-4e79-b3d2-e997a66b6078,LIST_ACCOUNTS,hbciListAccounts,false
10425,d74106e8-caab-4e79-b3d2-e997a66b6078,LIST_TRANSACTIONS,hbciListTransactions,false
10426,d74106e8-caab-4e79-b3d2-e997a66b6078,AUTHORIZATION,,false
10427,d74106e8-caab-4e79-b3d2-e997a66b6078,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10428,d74106e8-caab-4e79-b3d2-e997a66b6078,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10429,d74106e8-caab-4e79-b3d2-e997a66b6078,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10430,d74106e8-caab-4e79-b3d2-e997a66b6078,DELETE_CONSENT,hbciDeleteConsent,false
10431,d74106e8-caab-4e79-b3d2-e997a66b6078,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10440,acf9bac6-0c21-4d0b-a72b-3ef51dc06aab,LIST_ACCOUNTS,hbciListAccounts,false
10441,acf9bac6-0c21-4d0b-a72b-3ef51dc06aab,LIST_TRANSACTIONS,hbciListTransactions,false
10442,acf9bac6-0c21-4d0b-a72b-3ef51dc06aab,AUTHORIZATION,,false
10443,acf9bac6-0c21-4d0b-a72b-3ef51dc06aab,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10444,acf9bac6-0c21-4d0b-a72b-3ef51dc06aab,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10445,acf9bac6-0c21-4d0b-a72b-3ef51dc06aab,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10446,acf9bac6-0c21-4d0b-a72b-3ef51dc06aab,DELETE_CONSENT,hbciDeleteConsent,false
10447,acf9bac6-0c21-4d0b-a72b-3ef51dc06aab,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10456,d2ee5288-2327-4292-a4cb-339d25445142,LIST_ACCOUNTS,hbciListAccounts,false
10457,d2ee5288-2327-4292-a4cb-339d25445142,LIST_TRANSACTIONS,hbciListTransactions,false
10458,d2ee5288-2327-4292-a4cb-339d25445142,AUTHORIZATION,,false
10459,d2ee5288-2327-4292-a4cb-339d25445142,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10460,d2ee5288-2327-4292-a4cb-339d25445142,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10461,d2ee5288-2327-4292-a4cb-339d25445142,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10462,d2ee5288-2327-4292-a4cb-339d25445142,DELETE_CONSENT,hbciDeleteConsent,false
10463,d2ee5288-2327-4292-a4cb-339d25445142,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10472,b08979ed-8971-4a71-873f-edf3fb01228d,LIST_ACCOUNTS,hbciListAccounts,false
10473,b08979ed-8971-4a71-873f-edf3fb01228d,LIST_TRANSACTIONS,hbciListTransactions,false
10474,b08979ed-8971-4a71-873f-edf3fb01228d,AUTHORIZATION,,false
10475,b08979ed-8971-4a71-873f-edf3fb01228d,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
10476,b08979ed-8971-4a71-873f-edf3fb01228d,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
10477,b08979ed-8971-4a71-873f-edf3fb01228d,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
10478,b08979ed-8971-4a71-873f-edf3fb01228d,DELETE_CONSENT,hbciDeleteConsent,false
10479,b08979ed-8971-4a71-873f-edf3fb01228d,GET_CONSENT_STATUS,hbciGetConsentStatus,false
10488,ce9a0360-7a52-420d-9f50-49d0409b6eb6,LIST_ACCOUNTS,hbciListAccounts,false
10489,ce9a0360-7a52-420d-9f50-49d0409b6eb6,LIST_TRANSACTIONS,hbciListTransactions,false
10490,ce9a0360-7a52-420d-9f50-49d0409b6eb6,AUTHORIZATION,,false
10491,ce9a0360-7a52-420d-9f50-49d0409b6eb6,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
